direction,entry_price,entry_time_jst,event_id,risk_units,sl_price,spec_version,tp_price,trade_id
LONG,1764.3,2026-09-25T09:43:54.928000+09:00,511_202609250940_SNDKSTOCK_USDT_LONG,1,1755.4785,1.0,1773.1214999999997,511_202609250940_SNDKSTOCK_USDT_LONG_B1_REFERENCE
SHORT,93.63,2026-09-25T09:43:55.811000+09:00,511_202609250940_USOIL_USDT_SHORT,1,94.09814999999999,1.0,93.16185,511_202609250940_USOIL_USDT_SHORT_B1_REFERENCE
LONG,1.5485,2026-09-25T09:43:41.640000+09:00,511_202609250940_XRP_USDT_LONG,1,1.5407575,1.0,1.5562424999999998,511_202609250940_XRP_USDT_LONG_B1_REFERENCE
LONG,0.23455,2026-09-25T09:53:56.014000+09:00,511_202609250950_ENA_USDT_LONG,1,0.23337725,1.0,0.23572274999999998,511_202609250950_ENA_USDT_LONG_B1_REFERENCE
LONG,1.0355,2026-09-25T09:53:34.722000+09:00,511_202609250950_SUI_USDT_LONG,1,1.0303225,1.0,1.0406775,511_202609250950_SUI_USDT_LONG_B1_REFERENCE
LONG,0.23682,2026-09-25T10:04:15.767000+09:00,511_202609251000_ENA_USDT_LONG,1,0.2356359,1.0,0.23800409999999997,511_202609251000_ENA_USDT_LONG_B1_REFERENCE
LONG,1.0547,2026-09-25T10:03:51.864000+09:00,511_202609251000_SUI_USDT_LONG,1,1.0494265,1.0,1.0599735,511_202609251000_SUI_USDT_LONG_B1_REFERENCE
LONG,0.252,2026-09-25T10:14:32.894000+09:00,511_202609251010_ADA_USDT_LONG,1,0.25074,1.0,0.25326,511_202609251010_ADA_USDT_LONG_B1_REFERENCE
LONG,13.401,2026-09-25T10:14:30.925000+09:00,511_202609251010_LINK_USDT_LONG,1,13.333995,1.0,13.468004999999998,511_202609251010_LINK_USDT_LONG_B1_REFERENCE
SHORT,71.41,2026-09-25T10:24:15.033000+09:00,511_202609251020_LTC_USDT_SHORT,1,71.76704999999998,1.0,71.05295,511_202609251020_LTC_USDT_SHORT_B1_REFERENCE
LONG,1084.91,2026-09-25T10:24:12.479000+09:00,511_202609251020_MUSTOCK_USDT_LONG,1,1079.4854500000001,1.0,1090.33455,511_202609251020_MUSTOCK_USDT_LONG_B1_REFERENCE
SHORT,91.43,2026-09-25T10:33:53.482000+09:00,511_202609251030_HYPE_USDT_SHORT,1,91.88714999999999,1.0,90.97285000000001,511_202609251030_HYPE_USDT_SHORT_B1_REFERENCE
LONG,0.2507,2026-09-25T10:43:50.246000+09:00,511_202609251040_ADA_USDT_LONG,1,0.2494465,1.0,0.25195349999999994,511_202609251040_ADA_USDT_LONG_B1_REFERENCE
LONG,0.09608,2026-09-25T10:43:41.499000+09:00,511_202609251040_DOGE_USDT_LONG,1,0.09559959999999999,1.0,0.09656039999999999,511_202609251040_DOGE_USDT_LONG_B1_REFERENCE
LONG,767.87,2026-09-25T10:43:53.483000+09:00,511_202609251040_SPY_USDT_LONG,1,764.03065,1.0,771.70935,511_202609251040_SPY_USDT_LONG_B1_REFERENCE
LONG,13.404,2026-09-25T10:53:51.597000+09:00,511_202609251050_LINK_USDT_LONG,1,13.33698,1.0,13.47102,511_202609251050_LINK_USDT_LONG_B1_REFERENCE
SHORT,93.28,2026-09-25T10:53:49.571000+09:00,511_202609251050_USOIL_USDT_SHORT,1,93.7464,1.0,92.8136,511_202609251050_USOIL_USDT_SHORT_B1_REFERENCE
LONG,0.21954,2026-09-25T11:03:30.608000+09:00,511_202609251100_ARB_USDT_LONG,1,0.2184423,1.0,0.2206377,511_202609251100_ARB_USDT_LONG_B1_REFERENCE
LONG,13.441,2026-09-25T11:03:21.782000+09:00,511_202609251100_LINK_USDT_LONG,1,13.373795000000001,1.0,13.508204999999998,511_202609251100_LINK_USDT_LONG_B1_REFERENCE
LONG,1333.6,2026-09-25T11:03:34.182000+09:00,511_202609251100_SKHYNIXSTOCK_USDT_LONG,1,1326.932,1.0,1340.2679999999998,511_202609251100_SKHYNIXSTOCK_USDT_LONG_B1_REFERENCE
LONG,0.2514,2026-09-25T11:12:44.729000+09:00,511_202609251110_ADA_USDT_LONG,1,0.250143,1.0,0.25265699999999996,511_202609251110_ADA_USDT_LONG_B1_REFERENCE
LONG,1556.78,2026-09-25T11:12:20.696000+09:00,511_202609251110_ZEC_USDT_LONG,1,1548.9961,1.0,1564.5638999999999,511_202609251110_ZEC_USDT_LONG_B1_REFERENCE
LONG,84769.4,2026-09-25T11:22:59.532000+09:00,511_202609251120_BTC_USDT_LONG,1,84345.553,1.0,85193.24699999999,511_202609251120_BTC_USDT_LONG_B1_REFERENCE
LONG,64.04,2026-09-25T11:23:05.790000+09:00,511_202609251120_SILVER_USDT_LONG,1,63.719800000000006,1.0,64.3602,511_202609251120_SILVER_USDT_LONG_B1_REFERENCE
SHORT,0.4386,2026-09-25T11:23:19.537000+09:00,511_202609251120_WLD_USDT_SHORT,1,0.44079299999999993,1.0,0.436407,511_202609251120_WLD_USDT_SHORT_B1_REFERENCE
LONG,0.5398,2026-09-25T11:34:00.068000+09:00,511_202609251130_ONDO_USDT_LONG,1,0.5371009999999999,1.0,0.5424989999999998,511_202609251130_ONDO_USDT_LONG_B1_REFERENCE
LONG,1084.43,2026-09-25T11:43:34.875000+09:00,511_202609251140_MUSTOCK_USDT_LONG,1,1079.00785,1.0,1089.85215,511_202609251140_MUSTOCK_USDT_LONG_B1_REFERENCE
SHORT,4.464,2026-09-25T11:52:27.597000+09:00,511_202609251150_NEAR_USDT_SHORT,1,4.48632,1.0,4.441680000000001,511_202609251150_NEAR_USDT_SHORT_B1_REFERENCE
SHORT,4.3871e-06,2026-09-25T11:52:33.110000+09:00,511_202609251150_PEPE_USDT_SHORT,1,4.409035499999999e-06,1.0,4.3651645e-06,511_202609251150_PEPE_USDT_SHORT_B1_REFERENCE
SHORT,4.496,2026-09-25T12:03:57.107000+09:00,511_202609251200_NEAR_USDT_SHORT,1,4.51848,1.0,4.473520000000001,511_202609251200_NEAR_USDT_SHORT_B1_REFERENCE
SHORT,10.15,2026-09-25T12:13:53.357000+09:00,511_202609251210_AVAX_USDT_SHORT,1,10.20075,1.0,10.09925,511_202609251210_AVAX_USDT_SHORT_B1_REFERENCE
SHORT,4.3907e-06,2026-09-25T12:13:41.953000+09:00,511_202609251210_PEPE_USDT_SHORT,1,4.4126535e-06,1.0,4.3687465e-06,511_202609251210_PEPE_USDT_SHORT_B1_REFERENCE
LONG,1775.04,2026-09-25T12:13:46.018000+09:00,511_202609251210_SNDKSTOCK_USDT_LONG,1,1766.1648,1.0,1783.9151999999997,511_202609251210_SNDKSTOCK_USDT_LONG_B1_REFERENCE
SHORT,1539.74,2026-09-25T12:13:28.575000+09:00,511_202609251210_ZEC_USDT_SHORT,1,1547.4387,1.0,1532.0413,511_202609251210_ZEC_USDT_SHORT_B1_REFERENCE
SHORT,294.81,2026-09-25T12:23:58.419000+09:00,511_202609251220_TAO_USDT_SHORT,1,296.28405,1.0,293.33595,511_202609251220_TAO_USDT_SHORT_B1_REFERENCE
SHORT,9.097,2026-09-25T12:24:08.046000+09:00,511_202609251220_UNI_USDT_SHORT,1,9.142484999999999,1.0,9.051515,511_202609251220_UNI_USDT_SHORT_B1_REFERENCE
SHORT,0.09489,2026-09-25T12:33:58.547000+09:00,511_202609251230_DOGE_USDT_SHORT,1,0.09536444999999999,1.0,0.09441555,511_202609251230_DOGE_USDT_SHORT_B1_REFERENCE
SHORT,10.165,2026-09-25T12:54:01.893000+09:00,511_202609251250_AVAX_USDT_SHORT,1,10.215824999999999,1.0,10.114175,511_202609251250_AVAX_USDT_SHORT_B1_REFERENCE
SHORT,293.61,2026-09-25T12:53:51.679000+09:00,511_202609251250_TAO_USDT_SHORT,1,295.07804999999996,1.0,292.14195,511_202609251250_TAO_USDT_SHORT_B1_REFERENCE
SHORT,0.2472,2026-09-25T13:04:08.683000+09:00,511_202609251300_ADA_USDT_SHORT,1,0.248436,1.0,0.245964,511_202609251300_ADA_USDT_SHORT_B1_REFERENCE
SHORT,0.221,2026-09-25T13:04:15.594000+09:00,511_202609251300_ENA_USDT_SHORT,1,0.22210499999999997,1.0,0.219895,511_202609251300_ENA_USDT_SHORT_B1_REFERENCE
SHORT,2674.93,2026-09-25T13:03:47.968000+09:00,511_202609251300_ETH_USDT_SHORT,1,2688.3046499999996,1.0,2661.5553499999996,511_202609251300_ETH_USDT_SHORT_B1_REFERENCE
SHORT,9.092,2026-09-25T13:04:14.623000+09:00,511_202609251300_UNI_USDT_SHORT,1,9.137459999999999,1.0,9.04654,511_202609251300_UNI_USDT_SHORT_B1_REFERENCE
SHORT,0.431,2026-09-25T13:04:11.674000+09:00,511_202609251300_WLD_USDT_SHORT,1,0.43315499999999996,1.0,0.428845,511_202609251300_WLD_USDT_SHORT_B1_REFERENCE
SHORT,84055.8,2026-09-25T13:13:42.031000+09:00,511_202609251310_BTC_USDT_SHORT,1,84476.079,1.0,83635.52100000001,511_202609251310_BTC_USDT_SHORT_B1_REFERENCE
SHORT,0.09503,2026-09-25T13:13:54.906000+09:00,511_202609251310_DOGE_USDT_SHORT,1,0.09550515,1.0,0.09455485000000001,511_202609251310_DOGE_USDT_SHORT_B1_REFERENCE
SHORT,1.5287,2026-09-25T13:13:44.649000+09:00,511_202609251310_XRP_USDT_SHORT,1,1.5363434999999999,1.0,1.5210565,511_202609251310_XRP_USDT_SHORT_B1_REFERENCE
SHORT,4.47,2026-09-25T13:53:34.396000+09:00,511_202609251350_NEAR_USDT_SHORT,1,4.492349999999999,1.0,4.447649999999999,511_202609251350_NEAR_USDT_SHORT_B1_REFERENCE
SHORT,116.8,2026-09-25T13:53:28.913000+09:00,511_202609251350_SOL_USDT_SHORT,1,117.38399999999999,1.0,116.216,511_202609251350_SOL_USDT_SHORT_B1_REFERENCE
LONG,299.5,2026-09-25T13:53:38.794000+09:00,511_202609251350_TAO_USDT_LONG,1,298.0025,1.0,300.99749999999995,511_202609251350_TAO_USDT_LONG_B1_REFERENCE
LONG,0.5347,2026-09-25T14:03:56.501000+09:00,511_202609251400_ONDO_USDT_LONG,1,0.5320265,1.0,0.5373735,511_202609251400_ONDO_USDT_LONG_B1_REFERENCE
SHORT,0.09501,2026-09-25T14:13:53.595000+09:00,511_202609251410_DOGE_USDT_SHORT,1,0.09548504999999999,1.0,0.09453494999999999,511_202609251410_DOGE_USDT_SHORT_B1_REFERENCE
SHORT,116.27,2026-09-25T14:13:45.638000+09:00,511_202609251410_SOL_USDT_SHORT,1,116.85134999999998,1.0,115.68865,511_202609251410_SOL_USDT_SHORT_B1_REFERENCE
SHORT,1.01,2026-09-25T14:13:49.946000+09:00,511_202609251410_SUI_USDT_SHORT,1,1.01505,1.0,1.00495,511_202609251410_SUI_USDT_SHORT_B1_REFERENCE
SHORT,4261.87,2026-09-25T14:13:46.489000+09:00,511_202609251410_XAU_USDT_SHORT,1,4283.179349999999,1.0,4240.560649999999,511_202609251410_XAU_USDT_SHORT_B1_REFERENCE
SHORT,0.09485,2026-09-25T14:23:42.893000+09:00,511_202609251420_DOGE_USDT_SHORT,1,0.09532425,1.0,0.09437575000000001,511_202609251420_DOGE_USDT_SHORT_B1_REFERENCE
SHORT,0.2464,2026-09-25T14:34:01.153000+09:00,511_202609251430_ADA_USDT_SHORT,1,0.247632,1.0,0.245168,511_202609251430_ADA_USDT_SHORT_B1_REFERENCE
SHORT,1.5269,2026-09-25T14:33:43.786000+09:00,511_202609251430_XRP_USDT_SHORT,1,1.5345344999999997,1.0,1.5192655,511_202609251430_XRP_USDT_SHORT_B1_REFERENCE
SHORT,0.09499,2026-09-25T14:43:42.648000+09:00,511_202609251440_DOGE_USDT_SHORT,1,0.09546494999999999,1.0,0.09451505,511_202609251440_DOGE_USDT_SHORT_B1_REFERENCE
SHORT,10.2,2026-09-25T14:53:57.013000+09:00,511_202609251450_AVAX_USDT_SHORT,1,10.250999999999998,1.0,10.149,511_202609251450_AVAX_USDT_SHORT_B1_REFERENCE
LONG,298.55,2026-09-25T14:53:46.828000+09:00,511_202609251450_TAO_USDT_LONG,1,297.05725,1.0,300.04274999999996,511_202609251450_TAO_USDT_LONG_B1_REFERENCE
SHORT,4267.2,2026-09-25T14:53:36.539000+09:00,511_202609251450_XAUT_USDT_SHORT,1,4288.535999999999,1.0,4245.864,511_202609251450_XAUT_USDT_SHORT_B1_REFERENCE
SHORT,4273.0,2026-09-25T14:53:35.560000+09:00,511_202609251450_XAU_USDT_SHORT,1,4294.365,1.0,4251.635,511_202609251450_XAU_USDT_SHORT_B1_REFERENCE
SHORT,0.22162,2026-09-25T15:04:10.690000+09:00,511_202609251500_ENA_USDT_SHORT,1,0.22272809999999998,1.0,0.2205119,511_202609251500_ENA_USDT_SHORT_B1_REFERENCE
LONG,13.439,2026-09-25T15:04:01.827000+09:00,511_202609251500_LINK_USDT_LONG,1,13.371805,1.0,13.506194999999998,511_202609251500_LINK_USDT_LONG_B1_REFERENCE
LONG,0.5364,2026-09-25T15:03:53.060000+09:00,511_202609251500_ONDO_USDT_LONG,1,0.533718,1.0,0.539082,511_202609251500_ONDO_USDT_LONG_B1_REFERENCE
LONG,151.62,2026-09-25T15:04:11.648000+09:00,511_202609251500_SOXL_USDT_LONG,1,150.8619,1.0,152.3781,511_202609251500_SOXL_USDT_LONG_B1_REFERENCE
