ask,asset_class,atr15_pct,atr1_pct,atr5_pct,bid,btc_atr15_pct,btc_atr1_pct,btc_atr5_pct,btc_atr60_pct,btc_ema21_1,btc_ema21_15,btc_ema21_5,btc_ema21_60,btc_ema9_1,btc_ema9_15,btc_ema9_5,btc_ema9_60,btc_macd1,btc_macd15,btc_macd5,btc_macd60,btc_macd_signal1,btc_macd_signal15,btc_macd_signal5,btc_macd_signal60,btc_price,btc_ret_15m_pct,btc_ret_1h_pct,btc_ret_1m_pct,btc_ret_5m_pct,btc_rsi1,btc_rsi15,btc_rsi5,btc_rsi60,btc_volume_ratio1,btc_volume_ratio15,btc_volume_ratio5,btc_volume_ratio60,cluster_30m_id,cluster_5m_id,concurrent_core_count,concurrent_crypto_count,concurrent_long_count,concurrent_short_count,crowding_state,decision_created_at_jst,direction,direction_imbalance,entry_price,entry_time_jst,evaluation_mode,evaluation_phase,event_id,forward_start_jst,funding_rate,git_commit_hash,has_high_edge,has_oi_funding,has_pullback,has_trend_volume,majority_count,majority_direction,majority_ratio,minority_count,oi,oi_change_pct,persistence_category,persistence_score,price,prior_long_count,prior_short_count,prior_total_count,reference_row_hash,reference_strategy,scan_bucket_jst,signal_price,snapshot_id,source_cutoff_jst,source_row_hashes,source_scan_time,spec_hash,spec_version,spread_pct,strategy_count,strategy_set,symbol,ticker_time_jst,volume_ratio1,volume_ratio15,volume_ratio5
7692.0,UNKNOWN,0.07354675512087838,0.008078999615550884,0.024329860911199555,7691.9,0.2088246867841596,0.02982241000676913,0.11614463885807269,0.7260798925240354,84258.6839756654,84268.10975761959,84240.6342383574,84209.47712845662,84277.68817876335,84248.40275662018,84231.71112724864,84218.46718144651,26.51700130655081,4.347134262454347,-21.516467676789034,-77.16620638786117,34.354438515188676,35.273217539579875,-38.77353306110853,-181.25802981971358,84260.7,0.030153629179208927,-0.08480929177717574,0.002017588625543965,-0.05811905391669049,51.43066764490138,43.20045236075751,46.65867219012304,58.311324529811934,0.23089766685706753,0.7194071383953978,0.36867264967241287,0.760061831876298,202609250800_SHORT,202609250815_SHORT,0,0,0,0,NEUTRAL,2026-09-25T08:23:56.661380+09:00,SHORT,0.0,7691.9,2026-09-25T08:15:28.030000+09:00,FORWARD,SHAKEDOWN,511_202609250815_SPX500_USDT_SHORT,2026-09-25T06:40:00+09:00,-6.1e-05,fd0021748deb2127bf0d28806977b7d29220ee7e,True,False,False,False,0,NEUTRAL,0.0,0,90447007.0,0.2486003718376325,HIGH,6,7691.9,0,0,0,4281c571b002ed38909b00fec1d299e9a7c2829b9b8574156f956229b1852c19,HIGH_EDGE,2026-09-25T08:15:00+09:00,7691.9,79018ee9671a34fb5a8fda6083efb9f1194914c7ba756f76959f47b8e8c54a05,2026-09-25T08:23:56.661380+09:00,"[""4281c571b002ed38909b00fec1d299e9a7c2829b9b8574156f956229b1852c19""]",2026-09-25T08:15:28.030000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.0013000689036566232,1,HIGH_EDGE,SPX500_USDT,2026-09-25 08:15:05.983,1.7944739281990334,2.6550500922641365,2.9714634289260133
0.21736,UNKNOWN,0.7889753839680219,0.16173995371344074,0.44281243425204886,0.21735,0.20860385472554252,0.030188874811099713,0.11332895135958106,0.7253120632033943,84286.34384296759,84268.10975761959,84246.42459207235,84209.47712845662,84310.85009915751,84248.40275662018,84246.22890179904,84218.46718144651,27.466705248996732,4.347134262454347,-13.879647261550417,-77.16620638786117,26.021169608675343,35.273217539579875,-33.80315900543023,-181.25802981971358,84349.9,0.030153629179208927,-0.08480929177717574,0.012805448481177008,0.05174417017661356,58.239999999998936,43.20045236075751,50.74787474443176,58.311324529811934,0.6073373674110208,0.7194071383953978,0.5693421657332409,0.760061831876298,202609250800_SHORT,202609250820_SHORT,0,0,0,0,MATCH,2026-09-25T08:34:07.452038+09:00,SHORT,-1.0,0.21728,2026-09-25T08:23:53.047000+09:00,FORWARD,SHAKEDOWN,511_202609250820_ARB_USDT_SHORT,2026-09-25T06:40:00+09:00,-0.000199,e5345aa2c555af83a4bec3298b4ff61262a19af3,False,False,True,False,4,SHORT,1.0,0,205474864.0,-0.3297988365633663,LOW,1,0.21728,0,4,4,517c91b8fbfeac3a1eeb0de672df06442fdd1eeb9189dbf44a0d68ec22ec8f05,PULLBACK,2026-09-25T08:20:00+09:00,0.21728,1614b5ce845be0bfb4f63b8bb70635d43a28a543b6c94b2e1f43057e0232399f,2026-09-25T08:34:07.452038+09:00,"[""517c91b8fbfeac3a1eeb0de672df06442fdd1eeb9189dbf44a0d68ec22ec8f05""]",2026-09-25T08:23:53.047000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.004602356406484721,1,PULLBACK,ARB_USDT,2026-09-25 08:23:23.918,0.006293063638113368,0.6114888616692563,0.4190643017129086
4.594,UNKNOWN,1.6123515143976628,0.19901735182535968,0.6934510852664962,4.593,0.20860385472554252,0.030188874811099713,0.11332895135958106,0.7253120632033943,84286.34384296759,84268.10975761959,84246.42459207235,84209.47712845662,84310.85009915751,84248.40275662018,84246.22890179904,84218.46718144651,27.466705248996732,4.347134262454347,-13.879647261550417,-77.16620638786117,26.021169608675343,35.273217539579875,-33.80315900543023,-181.25802981971358,84349.9,0.030153629179208927,-0.08480929177717574,0.012805448481177008,0.05174417017661356,58.239999999998936,43.20045236075751,50.74787474443176,58.311324529811934,0.6073373674110208,0.7194071383953978,0.5693421657332409,0.760061831876298,202609250800_SHORT,202609250820_SHORT,0,0,0,0,MATCH,2026-09-25T08:34:07.452038+09:00,SHORT,-1.0,4.594,2026-09-25T08:23:37.358000+09:00,FORWARD,SHAKEDOWN,511_202609250820_NEAR_USDT_SHORT,2026-09-25T06:40:00+09:00,0.0001,e5345aa2c555af83a4bec3298b4ff61262a19af3,False,False,True,False,4,SHORT,1.0,0,15083096.0,0.1550158432234371,LOW,1,4.594,0,4,4,41049b2da3f210c2101b428faf7e9496b31af395343506331242e5f4ccfb292f,PULLBACK,2026-09-25T08:20:00+09:00,4.594,1614b5ce845be0bfb4f63b8bb70635d43a28a543b6c94b2e1f43057e0232399f,2026-09-25T08:34:07.452038+09:00,"[""41049b2da3f210c2101b428faf7e9496b31af395343506331242e5f4ccfb292f""]",2026-09-25T08:23:37.358000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.021767522855906267,1,PULLBACK,NEAR_USDT,2026-09-25 08:23:23.933,0.501534485543531,0.32877484243069566,0.17389444448376215
8.036,UNKNOWN,0.8854120366254742,0.11734376389012169,0.33780780513823366,8.035,0.1949099677400873,0.01643288865812616,0.07290719293429593,0.7247733158319964,84385.90224509405,84279.43587736829,84291.09484016515,84209.47712845662,84407.58348568015,84277.26220529585,84330.86319817556,84218.46718144651,28.192869458638597,14.482189217727864,23.263850418807124,-77.16620638786117,32.17647475241,31.10897286087933,-6.10718142462833,-181.25802981971358,84412.6,0.1566566620025706,-0.08480929177717574,-0.002843096606046531,0.001066360818596303,54.22012153949934,50.63464837049756,78.13067150635209,58.311324529811934,0.49031355956972045,0.6544200473770727,1.1067298016652976,0.760061831876298,202609250830_SHORT,202609250840_SHORT,0,0,0,0,MATCH,2026-09-25T08:52:44.988477+09:00,SHORT,-1.0,8.035,2026-09-25T08:44:02.852000+09:00,FORWARD,SHAKEDOWN,511_202609250840_INJ_USDT_SHORT,2026-09-25T06:40:00+09:00,0.000166,fb051a8c20921cba7352d45fd1db20f3540323a1,False,False,True,False,6,SHORT,1.0,0,3302712.0,-0.04067727665632786,LOW,2,8.035,0,6,6,ac91370e607e1b9366b9df85428e31bc88b24e3b1b787b13f1ad9aef6e25036e,PULLBACK,2026-09-25T08:40:00+09:00,8.035,3005d5f565bd9d44e9e089337e014b4c600b852c60fb522eefb119345fcc98b3,2026-09-25T08:52:44.988477+09:00,"[""ac91370e607e1b9366b9df85428e31bc88b24e3b1b787b13f1ad9aef6e25036e""]",2026-09-25T08:44:02.852000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.012445550715612269,1,PULLBACK,INJ_USDT,2026-09-25 08:43:27.982,4.1457033608371905,0.15314850804479171,0.00874836927327143
4.4174e-06,UNKNOWN,0.6302901371475133,0.0923046084409396,0.2660829868542734,4.4173e-06,0.1949099677400873,0.01643288865812616,0.07290719293429593,0.7247733158319964,84385.90224509405,84279.43587736829,84291.09484016515,84209.47712845662,84407.58348568015,84277.26220529585,84330.86319817556,84218.46718144651,28.192869458638597,14.482189217727864,23.263850418807124,-77.16620638786117,32.17647475241,31.10897286087933,-6.10718142462833,-181.25802981971358,84412.6,0.1566566620025706,-0.08480929177717574,-0.002843096606046531,0.001066360818596303,54.22012153949934,50.63464837049756,78.13067150635209,58.311324529811934,0.49031355956972045,0.6544200473770727,1.1067298016652976,0.760061831876298,202609250830_SHORT,202609250840_SHORT,0,0,0,0,MATCH,2026-09-25T08:52:44.988477+09:00,SHORT,-1.0,4.4186e-06,2026-09-25T08:43:46.959000+09:00,FORWARD,SHAKEDOWN,511_202609250840_PEPE_USDT_SHORT,2026-09-25T06:40:00+09:00,-4.2e-05,fb051a8c20921cba7352d45fd1db20f3540323a1,False,False,True,False,6,SHORT,1.0,0,2282917.0,0.12372286079182632,LOW,2,4.4186e-06,0,6,6,9b7e0fca335724a197e7c08b46bd5d387e2513cadf2930df92489f53141e7a22,PULLBACK,2026-09-25T08:40:00+09:00,4.4186e-06,3005d5f565bd9d44e9e089337e014b4c600b852c60fb522eefb119345fcc98b3,2026-09-25T08:52:44.988477+09:00,"[""9b7e0fca335724a197e7c08b46bd5d387e2513cadf2930df92489f53141e7a22""]",2026-09-25T08:43:46.959000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.0022631602770157803,1,PULLBACK,PEPE_USDT,2026-09-25 08:43:27.970,0.7079025757841247,0.5104547194099432,0.6926571157589977
0.21682,UNKNOWN,0.7441986110928108,0.16241253442618597,0.4210207281879614,0.21681,0.18487283410613195,0.024592709180252158,0.06813153992518177,0.7250997338061452,84379.9732981345,84287.2779436074,84304.17084409465,84209.47712845662,84381.13012442652,84294.94976423668,84343.68444683285,84218.46718144651,7.088873283340945,20.104392456501955,27.568992197600892,-77.16620638786117,13.174932333635049,28.903605886146302,5.720966546208031,-181.25802981971358,84374.6,-0.03199328851903068,-0.08480929177717574,-0.0379117272819898,0.001659442166672867,40.02968827313672,57.515830491963236,82.07993124194144,58.311324529811934,0.6091872829920071,1.0569129992445965,0.41278541757769316,0.760061831876298,202609250830_SHORT,202609250850_SHORT,0,0,0,0,MATCH,2026-09-25T09:04:28.870417+09:00,SHORT,-1.0,0.21682,2026-09-25T08:52:41.665000+09:00,FORWARD,SHAKEDOWN,511_202609250850_ARB_USDT_SHORT,2026-09-25T06:40:00+09:00,-0.000184,0a1d6cad051075500d4041b6d70af1f06a496081,False,True,False,False,4,SHORT,1.0,0,207173505.0,0.527398170384754,LOW,2,0.21682,0,4,4,1fa4a486aa6985a631db5f9b425a4de14ac96eb290ce8aa9ff1b65ae6c2bab56,OI_FUNDING,2026-09-25T08:50:00+09:00,0.21682,73b7b36f82530b8d7c28906f9ae219777f334958d63be6c68560f4787628f995,2026-09-25T09:04:28.870417+09:00,"[""1fa4a486aa6985a631db5f9b425a4de14ac96eb290ce8aa9ff1b65ae6c2bab56""]",2026-09-25T08:52:41.665000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.004612120653080897,1,OI_FUNDING,ARB_USDT,2026-09-25 08:52:08.813,0.41639099323003004,0.3763852006168713,1.4891906539562727
4.608,UNKNOWN,1.4555431547619064,0.20616319444444445,0.579737103174604,4.607,0.18487283410613195,0.024592709180252158,0.06813153992518177,0.7250997338061452,84379.9732981345,84287.2779436074,84304.17084409465,84209.47712845662,84381.13012442652,84294.94976423668,84343.68444683285,84218.46718144651,7.088873283340945,20.104392456501955,27.568992197600892,-77.16620638786117,13.174932333635049,28.903605886146302,5.720966546208031,-181.25802981971358,84374.6,-0.03199328851903068,-0.08480929177717574,-0.0379117272819898,0.001659442166672867,40.02968827313672,57.515830491963236,82.07993124194144,58.311324529811934,0.6091872829920071,1.0569129992445965,0.41278541757769316,0.760061831876298,202609250830_SHORT,202609250850_SHORT,0,0,0,0,MATCH,2026-09-25T09:04:28.870417+09:00,SHORT,-1.0,4.608,2026-09-25T08:52:25.168000+09:00,FORWARD,SHAKEDOWN,511_202609250850_NEAR_USDT_SHORT,2026-09-25T06:40:00+09:00,0.0001,0a1d6cad051075500d4041b6d70af1f06a496081,False,False,True,False,4,SHORT,1.0,0,15236921.0,0.5434800181252387,LOW,2,4.608,0,4,4,e9889312d9d735f2be7957557c43943ef41ecbfa5929dbb81155e4dd38ab143e,PULLBACK,2026-09-25T08:50:00+09:00,4.608,73b7b36f82530b8d7c28906f9ae219777f334958d63be6c68560f4787628f995,2026-09-25T09:04:28.870417+09:00,"[""e9889312d9d735f2be7957557c43943ef41ecbfa5929dbb81155e4dd38ab143e""]",2026-09-25T08:52:25.168000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.021701388888876863,1,PULLBACK,NEAR_USDT,2026-09-25 08:52:08.826,0.122561093943601,0.20987125859190553,0.37487730099356936
71.96,UNKNOWN,0.7933198300170773,0.12311847174232586,0.33559712458795127,71.93,0.17725128765034961,0.022963387020054453,0.061029812297576876,0.669297274667323,84378.80658708652,84294.80768359432,84312.93369820032,84224.07585268108,84384.96288236127,84309.97981138973,84348.01004597516,84248.79374515562,5.8098942353826715,24.627374355099164,27.615866084903246,-56.86268288694555,2.4723796433217284,28.039809129266704,13.394603010097407,-156.34159477217693,84420.1,0.0052153896666639775,0.1600279217857631,0.023222611240461634,0.038416983152266104,62.42095754290909,56.64147941936803,71.47192716236555,66.28959922301235,1.2588945839235393,0.44733050424954246,0.43874456323939554,0.4201582334155344,202609250900_LONG,202609250900_LONG,0,0,0,0,OPPOSITE,2026-09-25T09:13:57.709290+09:00,LONG,-1.0,71.94,2026-09-25T09:04:07.149000+09:00,FORWARD,SHAKEDOWN,511_202609250900_LTC_USDT_LONG,2026-09-25T06:40:00+09:00,0.0001,9f1f9f7f8967d5d02c57a5c8acdcc823de52227f,False,True,False,False,4,SHORT,1.0,0,102783394.0,0.9429139628647623,LOW,2,71.94,0,4,4,e83c6e8df2f98ed97a1d337a307b8ca035e34fd739b5026b7d014dc151c1f66a,OI_FUNDING,2026-09-25T09:00:00+09:00,71.94,216dfa73ff41410a014cb88e99a2bf919fb461eae03e77b716a3a51fd6ac7c9e,2026-09-25T09:13:57.709290+09:00,"[""e83c6e8df2f98ed97a1d337a307b8ca035e34fd739b5026b7d014dc151c1f66a""]",2026-09-25T09:04:07.149000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.04170141784818866,1,OI_FUNDING,LTC_USDT,2026-09-25 09:03:50.854,0.8495350034836873,0.40292616408537046,1.103044982599895
766.74,UNKNOWN,0.04499569606385303,0.009222720311223915,0.01937702853267701,766.73,0.17725128765034961,0.022963387020054453,0.061029812297576876,0.669297274667323,84378.80658708652,84294.80768359432,84312.93369820032,84224.07585268108,84384.96288236127,84309.97981138973,84348.01004597516,84248.79374515562,5.8098942353826715,24.627374355099164,27.615866084903246,-56.86268288694555,2.4723796433217284,28.039809129266704,13.394603010097407,-156.34159477217693,84420.1,0.0052153896666639775,0.1600279217857631,0.023222611240461634,0.038416983152266104,62.42095754290909,56.64147941936803,71.47192716236555,66.28959922301235,1.2588945839235393,0.44733050424954246,0.43874456323939554,0.4201582334155344,202609250900_SHORT,202609250900_SHORT,0,0,0,0,MATCH,2026-09-25T09:13:57.709290+09:00,SHORT,-1.0,766.74,2026-09-25T09:04:22.389000+09:00,FORWARD,SHAKEDOWN,511_202609250900_SPY_USDT_SHORT,2026-09-25T06:40:00+09:00,0.0,9f1f9f7f8967d5d02c57a5c8acdcc823de52227f,False,True,False,True,4,SHORT,1.0,0,32713485.0,11.005424197106715,LOW,2,766.74,0,4,4,a1666a714cfcf3fe94ec4c29b887d17968043cbd101f658fb97c8eee137fc68f,OI_FUNDING,2026-09-25T09:00:00+09:00,766.74,216dfa73ff41410a014cb88e99a2bf919fb461eae03e77b716a3a51fd6ac7c9e,2026-09-25T09:13:57.709290+09:00,"[""99138a3f0ec0f19349b37664070ea8edb48b1fa788a4b8cadd5bbaf8e643dd18"", ""a1666a714cfcf3fe94ec4c29b887d17968043cbd101f658fb97c8eee137fc68f""]",2026-09-25T09:04:22.389000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.0013042230743134445,2,OI_FUNDING|TREND_VOLUME,SPY_USDT,2026-09-25 09:03:48.320,1.1702633075387419,2.285588417973706,3.223289864985406
0.2497,UNKNOWN,0.5206247496996386,0.1744951084158139,0.2603123748498189,0.2496,0.17687436676798207,0.058586626139819596,0.08429584599797317,0.6678740290442421,84490.63147932463,84294.80768359432,84359.97060103946,84224.07585268108,84556.44536489356,84309.97981138973,84435.1464294269,84248.79374515562,61.21257667828468,24.627374355099164,59.90123403616599,-56.86268288694555,43.178050467120116,28.039809129266704,26.556490513287116,-156.34159477217693,84600.0,0.0052153896666639775,0.1600279217857631,-0.004018751019455695,0.2270265791545129,70.77771845524136,56.64147941936803,83.05288461538288,66.28959922301235,1.070044853708244,0.44733050424954246,2.6763791026395403,0.4201582334155344,202609250900_LONG,202609250910_LONG,0,0,0,0,OPPOSITE,2026-09-25T09:23:47.299268+09:00,LONG,-0.6666666666666666,0.2497,2026-09-25T09:13:49.159000+09:00,FORWARD,SHAKEDOWN,511_202609250910_ADA_USDT_LONG,2026-09-25T06:40:00+09:00,0.0001,467b1e62cdfd98ae47b777cec248f17a5ae88c7f,False,True,False,False,5,SHORT,0.8333333333333334,1,175299299.0,19.635590173018254,LOW,2,0.2497,1,5,6,e9a221af4899d509aa00153e7c071946798e560b38aebe892d4b81dc52057edb,OI_FUNDING,2026-09-25T09:10:00+09:00,0.2497,ffba97a839cc32bcbefc3f71f37fc39a21c9fcccce6c6b513bba90e7774ec907,2026-09-25T09:23:47.299268+09:00,"[""e9a221af4899d509aa00153e7c071946798e560b38aebe892d4b81dc52057edb""]",2026-09-25T09:13:49.159000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.04004805766920975,1,OI_FUNDING,ADA_USDT,2026-09-25 09:13:23.909,5.554950128716896,0.2143488853342754,1.8823547112210488
13.328,UNKNOWN,0.5558831412489943,0.17957652103993707,0.26266416510319057,13.327,0.17687436676798207,0.058586626139819596,0.08429584599797317,0.6678740290442421,84490.63147932463,84294.80768359432,84359.97060103946,84224.07585268108,84556.44536489356,84309.97981138973,84435.1464294269,84248.79374515562,61.21257667828468,24.627374355099164,59.90123403616599,-56.86268288694555,43.178050467120116,28.039809129266704,26.556490513287116,-156.34159477217693,84600.0,0.0052153896666639775,0.1600279217857631,-0.004018751019455695,0.2270265791545129,70.77771845524136,56.64147941936803,83.05288461538288,66.28959922301235,1.070044853708244,0.44733050424954246,2.6763791026395403,0.4201582334155344,202609250900_LONG,202609250910_LONG,0,0,0,0,OPPOSITE,2026-09-25T09:23:47.299268+09:00,LONG,-0.6666666666666666,13.325,2026-09-25T09:13:47.092000+09:00,FORWARD,SHAKEDOWN,511_202609250910_LINK_USDT_LONG,2026-09-25T06:40:00+09:00,0.0001,467b1e62cdfd98ae47b777cec248f17a5ae88c7f,False,True,False,False,5,SHORT,0.8333333333333334,1,29500674.0,1.3775659321428442,LOW,2,13.325,1,5,6,0d975570a4ec27aeb2d6695b31dcde4078c3632fe7b2586224a93faa7f9e9a24,OI_FUNDING,2026-09-25T09:10:00+09:00,13.325,ffba97a839cc32bcbefc3f71f37fc39a21c9fcccce6c6b513bba90e7774ec907,2026-09-25T09:23:47.299268+09:00,"[""0d975570a4ec27aeb2d6695b31dcde4078c3632fe7b2586224a93faa7f9e9a24""]",2026-09-25T09:13:47.092000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.007504690431515541,1,OI_FUNDING,LINK_USDT,2026-09-25 09:13:23.895,1.040452071871664,0.9274524877185856,3.2359399430809708
0.5254,UNKNOWN,1.173255750720537,0.5138941758660077,0.7110228941214843,0.5253,0.17687436676798207,0.058586626139819596,0.08429584599797317,0.6678740290442421,84490.63147932463,84294.80768359432,84359.97060103946,84224.07585268108,84556.44536489356,84309.97981138973,84435.1464294269,84248.79374515562,61.21257667828468,24.627374355099164,59.90123403616599,-56.86268288694555,43.178050467120116,28.039809129266704,26.556490513287116,-156.34159477217693,84600.0,0.0052153896666639775,0.1600279217857631,-0.004018751019455695,0.2270265791545129,70.77771845524136,56.64147941936803,83.05288461538288,66.28959922301235,1.070044853708244,0.44733050424954246,2.6763791026395403,0.4201582334155344,202609250900_LONG,202609250910_LONG,0,0,0,0,OPPOSITE,2026-09-25T09:23:47.299268+09:00,LONG,-0.6666666666666666,0.5254,2026-09-25T09:13:40.024000+09:00,FORWARD,SHAKEDOWN,511_202609250910_ONDO_USDT_LONG,2026-09-25T06:40:00+09:00,5e-05,467b1e62cdfd98ae47b777cec248f17a5ae88c7f,False,True,False,False,5,SHORT,0.8333333333333334,1,12580722.0,0.4051410228190709,LOW,2,0.5254,1,5,6,d338c6f76d63fd46d1bde58ac37a3432fda4b92e590235502229bcb6b8e00c22,OI_FUNDING,2026-09-25T09:10:00+09:00,0.5254,ffba97a839cc32bcbefc3f71f37fc39a21c9fcccce6c6b513bba90e7774ec907,2026-09-25T09:23:47.299268+09:00,"[""d338c6f76d63fd46d1bde58ac37a3432fda4b92e590235502229bcb6b8e00c22""]",2026-09-25T09:13:40.024000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.019033117624664826,1,OI_FUNDING,ONDO_USDT,2026-09-25 09:13:23.856,0.5508581604746459,0.9423153631943764,3.8072696534234995
117.47,UNKNOWN,0.285227756492125,0.08514261387824554,0.14595876664842303,117.46,0.17687436676798207,0.058586626139819596,0.08429584599797317,0.6678740290442421,84490.63147932463,84294.80768359432,84359.97060103946,84224.07585268108,84556.44536489356,84309.97981138973,84435.1464294269,84248.79374515562,61.21257667828468,24.627374355099164,59.90123403616599,-56.86268288694555,43.178050467120116,28.039809129266704,26.556490513287116,-156.34159477217693,84600.0,0.0052153896666639775,0.1600279217857631,-0.004018751019455695,0.2270265791545129,70.77771845524136,56.64147941936803,83.05288461538288,66.28959922301235,1.070044853708244,0.44733050424954246,2.6763791026395403,0.4201582334155344,202609250900_LONG,202609250910_LONG,0,0,0,0,OPPOSITE,2026-09-25T09:23:47.299268+09:00,LONG,-0.6666666666666666,117.45,2026-09-25T09:13:31.819000+09:00,FORWARD,SHAKEDOWN,511_202609250910_SOL_USDT_LONG,2026-09-25T06:40:00+09:00,-3.2e-05,467b1e62cdfd98ae47b777cec248f17a5ae88c7f,False,True,False,False,5,SHORT,0.8333333333333334,1,34262487.0,0.6904642736578745,LOW,2,117.45,1,5,6,5e826a71a33a3ab6822a2ad094c2067655cbe3c97b9490f09d180d1b809e1db6,OI_FUNDING,2026-09-25T09:10:00+09:00,117.45,ffba97a839cc32bcbefc3f71f37fc39a21c9fcccce6c6b513bba90e7774ec907,2026-09-25T09:23:47.299268+09:00,"[""5e826a71a33a3ab6822a2ad094c2067655cbe3c97b9490f09d180d1b809e1db6""]",2026-09-25T09:13:31.819000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.008514261387828962,1,OI_FUNDING,SOL_USDT,2026-09-25 09:13:23.884,0.46841183571837536,0.32261866657895216,1.7106360964084433
1.0228,UNKNOWN,0.6615438351379649,0.1914076143905001,0.331819769472585,1.0225,0.17687436676798207,0.058586626139819596,0.08429584599797317,0.6678740290442421,84490.63147932463,84294.80768359432,84359.97060103946,84224.07585268108,84556.44536489356,84309.97981138973,84435.1464294269,84248.79374515562,61.21257667828468,24.627374355099164,59.90123403616599,-56.86268288694555,43.178050467120116,28.039809129266704,26.556490513287116,-156.34159477217693,84600.0,0.0052153896666639775,0.1600279217857631,-0.004018751019455695,0.2270265791545129,70.77771845524136,56.64147941936803,83.05288461538288,66.28959922301235,1.070044853708244,0.44733050424954246,2.6763791026395403,0.4201582334155344,202609250900_LONG,202609250910_LONG,0,0,0,0,OPPOSITE,2026-09-25T09:23:47.299268+09:00,LONG,-0.6666666666666666,1.0225,2026-09-25T09:13:37.090000+09:00,FORWARD,SHAKEDOWN,511_202609250910_SUI_USDT_LONG,2026-09-25T06:40:00+09:00,8.6e-05,467b1e62cdfd98ae47b777cec248f17a5ae88c7f,False,True,False,False,5,SHORT,0.8333333333333334,1,105104517.0,1.9722120879631353,LOW,2,1.0225,1,5,6,9a31d94626847f4306f75a6d0d43ffbb1b1b80067b2685f3fd8ac86821772f76,OI_FUNDING,2026-09-25T09:10:00+09:00,1.0225,ffba97a839cc32bcbefc3f71f37fc39a21c9fcccce6c6b513bba90e7774ec907,2026-09-25T09:23:47.299268+09:00,"[""9a31d94626847f4306f75a6d0d43ffbb1b1b80067b2685f3fd8ac86821772f76""]",2026-09-25T09:13:37.090000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.02933985330073027,1,OI_FUNDING,SUI_USDT,2026-09-25 09:13:23.885,1.6783724017310935,0.2575218032720419,1.28965316388484
93.89,UNKNOWN,0.24958529273006536,0.07989773090444642,0.11261775403673803,93.87,0.17687436676798207,0.058586626139819596,0.08429584599797317,0.6678740290442421,84490.63147932463,84294.80768359432,84359.97060103946,84224.07585268108,84556.44536489356,84309.97981138973,84435.1464294269,84248.79374515562,61.21257667828468,24.627374355099164,59.90123403616599,-56.86268288694555,43.178050467120116,28.039809129266704,26.556490513287116,-156.34159477217693,84600.0,0.0052153896666639775,0.1600279217857631,-0.004018751019455695,0.2270265791545129,70.77771845524136,56.64147941936803,83.05288461538288,66.28959922301235,1.070044853708244,0.44733050424954246,2.6763791026395403,0.4201582334155344,202609250900_SHORT,202609250910_SHORT,0,0,0,0,MATCH,2026-09-25T09:23:47.299268+09:00,SHORT,-0.6666666666666666,93.87,2026-09-25T09:13:46.070000+09:00,FORWARD,SHAKEDOWN,511_202609250910_USOIL_USDT_SHORT,2026-09-25T06:40:00+09:00,-4e-06,467b1e62cdfd98ae47b777cec248f17a5ae88c7f,False,True,False,False,5,SHORT,0.8333333333333334,1,59874738.0,0.396042532493751,LOW,2,93.87,1,5,6,de6a17220d0c098ccdf6959648de5ae5a23313586040a668bcbfa756cd4f14d3,OI_FUNDING,2026-09-25T09:10:00+09:00,93.87,ffba97a839cc32bcbefc3f71f37fc39a21c9fcccce6c6b513bba90e7774ec907,2026-09-25T09:23:47.299268+09:00,"[""de6a17220d0c098ccdf6959648de5ae5a23313586040a668bcbfa756cd4f14d3""]",2026-09-25T09:13:46.070000+09:00,4002d845753ee41f38170ba689f63f6c8f5aac73651bf23358663c1bbe102361,1.0,0.021306061574513712,1,OI_FUNDING,USOIL_USDT,2026-09-25 09:13:23.856,0.5847403741398792,0.19118894207022144,1.884644859601868
