ambiguous_deadline_boundary,ambiguous_intrabar,cost_basis,cost_method,cost_settings,cost_status,deadline_jst,event_id,execution_decision_time,exit_ask,exit_bid,exit_data_age_ms,exit_expected_fill_price,exit_price_source,exit_quote_delay_ms,exit_quote_source,exit_quote_timestamp,exit_reference_price,exit_result,exit_timestamp,fee_R,gross_R,missing_cost_inputs,net_R,slippage_R,spread_R,spread_definition,time_exit_audit_price,time_exit_audit_source,time_exit_audit_timestamp,trade_id,unknown_reason
0,0,OBSERVED_EXPECTED_NOTIONAL,components,{},MISSING_FEE_CONFIG,2026-09-25T17:43:42.648000+09:00,511_202609251440_DOGE_USDT_SHORT,2026-09-25T17:04:41.118028+09:00,0.09556,0.09555,8218.028,0.09556,KLINE,272900.0,MEXC_TICKER,2026-09-25T17:04:32.900000+09:00,0.09546494999999999,SL,2026-09-25T17:00:00+09:00,,-0.9999999999999745,"[""MISSING_FEE_CONFIG"", ""MISSING_SLIPPAGE_CONFIG""]",,,0.17907148120858418,SIGNED_REFERENCE_TO_QUOTE_IMPACT,,,,511_202609251440_DOGE_USDT_SHORT_B1_REFERENCE,
0,0,OBSERVED_EXPECTED_NOTIONAL,components,{},MISSING_FEE_CONFIG,2026-09-25T19:14:30.227000+09:00,511_202609251610_UNI_USDT_SHORT,2026-09-25T17:04:41.118028+09:00,9.117,9.116,8244.028,9.117,KLINE,272874.0,MEXC_TICKER,2026-09-25T17:04:32.874000+09:00,9.108315,SL,2026-09-25T17:00:00+09:00,,-0.9999999999999705,"[""MISSING_FEE_CONFIG"", ""MISSING_SLIPPAGE_CONFIG""]",,,0.1695906432749015,SIGNED_REFERENCE_TO_QUOTE_IMPACT,,,,511_202609251610_UNI_USDT_SHORT_B1_REFERENCE,
0,0,OBSERVED_EXPECTED_NOTIONAL,components,{},MISSING_FEE_CONFIG,2026-09-25T19:34:39.928000+09:00,511_202609251630_ARB_USDT_SHORT,2026-09-25T17:04:41.118028+09:00,0.21696,0.21695,4216.027999999999,0.21696,KLINE,576902.0,MEXC_TICKER,2026-09-25T17:04:36.902000+09:00,0.2168388,SL,2026-09-25T16:55:00+09:00,,-0.9999999999999916,"[""MISSING_FEE_CONFIG"", ""MISSING_SLIPPAGE_CONFIG""]",,,0.19577308120132994,SIGNED_REFERENCE_TO_QUOTE_IMPACT,,,,511_202609251630_ARB_USDT_SHORT_B1_REFERENCE,
0,0,OBSERVED_EXPECTED_NOTIONAL,components,{},MISSING_FEE_CONFIG,2026-09-25T19:34:26.715000+09:00,511_202609251630_PEPE_USDT_SHORT,2026-09-25T17:04:41.118028+09:00,4.4186e-06,4.4185e-06,4191.028,4.4186e-06,KLINE,276927.0,MEXC_TICKER,2026-09-25T17:04:36.927000+09:00,4.413357e-06,SL,2026-09-25T17:00:00+09:00,,-0.9999999999999923,"[""MISSING_FEE_CONFIG"", ""MISSING_SLIPPAGE_CONFIG""]",,,0.238784897754726,SIGNED_REFERENCE_TO_QUOTE_IMPACT,,,,511_202609251630_PEPE_USDT_SHORT_B1_REFERENCE,
0,0,OBSERVED_EXPECTED_NOTIONAL,components,{},MISSING_FEE_CONFIG,2026-09-25T19:43:12.037000+09:00,511_202609251640_SUI_USDT_SHORT,2026-09-25T17:04:41.118028+09:00,1.0163,1.016,4201.028,1.0163,KLINE,276917.0,MEXC_TICKER,2026-09-25T17:04:36.917000+09:00,1.0132409999999998,SL,2026-09-25T17:00:00+09:00,,-0.9999999999999704,"[""MISSING_FEE_CONFIG"", ""MISSING_SLIPPAGE_CONFIG""]",,,0.6068240428486699,SIGNED_REFERENCE_TO_QUOTE_IMPACT,,,,511_202609251640_SUI_USDT_SHORT_B1_REFERENCE,
0,0,OBSERVED_EXPECTED_NOTIONAL,components,{},MISSING_FEE_CONFIG,2026-09-25T19:52:57.075000+09:00,511_202609251650_WLD_USDT_LONG,2026-09-25T17:04:41.118028+09:00,0.4391,0.439,4194.028,0.439,KLINE,276924.0,MEXC_TICKER,2026-09-25T17:04:36.924000+09:00,0.4394865,TP,2026-09-25T17:00:00+09:00,,0.9999999999999909,"[""MISSING_FEE_CONFIG"", ""MISSING_SLIPPAGE_CONFIG""]",,,0.17676652183853478,SIGNED_REFERENCE_TO_QUOTE_IMPACT,,,,511_202609251650_WLD_USDT_LONG_B1_REFERENCE,
0,0,OBSERVED_EXPECTED_NOTIONAL,components,{},MISSING_FEE_CONFIG,2026-09-25T19:52:45.686000+09:00,511_202609251650_LTC_USDT_LONG,2026-09-25T17:14:18.585044+09:00,71.16,71.15,6779.044,71.15,KLINE,251806.0,MEXC_TICKER,2026-09-25T17:14:11.806000+09:00,71.1027,SL,2026-09-25T17:10:00+09:00,,-0.9999999999999863,"[""MISSING_FEE_CONFIG"", ""MISSING_SLIPPAGE_CONFIG""]",,,-0.1323817520291268,SIGNED_REFERENCE_TO_QUOTE_IMPACT,,,,511_202609251650_LTC_USDT_LONG_B1_REFERENCE,
0,0,OBSERVED_EXPECTED_NOTIONAL,components,{},MISSING_FEE_CONFIG,2026-09-25T19:52:35.604000+09:00,511_202609251650_ZEC_USDT_LONG,2026-09-25T17:14:18.585044+09:00,1573.57,1573.56,3823.044,1573.56,KLINE,554762.0,MEXC_TICKER,2026-09-25T17:14:14.762000+09:00,1565.6191499999998,TP,2026-09-25T17:05:00+09:00,,0.9999999999999789,"[""MISSING_FEE_CONFIG"", ""MISSING_SLIPPAGE_CONFIG""]",,,-1.0015020894449436,SIGNED_REFERENCE_TO_QUOTE_IMPACT,,,,511_202609251650_ZEC_USDT_LONG_B1_REFERENCE,
0,0,OBSERVED_EXPECTED_NOTIONAL,components,{},MISSING_FEE_CONFIG,2026-09-25T20:04:13.296000+09:00,511_202609251700_ONDO_USDT_LONG,2026-09-25T17:14:18.585044+09:00,0.5687,0.5686,3836.044,0.5686,KLINE,254749.0,MEXC_TICKER,2026-09-25T17:14:14.749000+09:00,0.5695334999999999,TP,2026-09-25T17:10:00+09:00,,0.9999999999999765,"[""MISSING_FEE_CONFIG"", ""MISSING_SLIPPAGE_CONFIG""]",,,0.3647432503970035,SIGNED_REFERENCE_TO_QUOTE_IMPACT,,,,511_202609251700_ONDO_USDT_LONG_B1_REFERENCE,
0,0,OBSERVED_EXPECTED_NOTIONAL,components,{},MISSING_FEE_CONFIG,2026-09-25T20:04:18.569000+09:00,511_202609251700_TAO_USDT_LONG,2026-09-25T17:14:18.585044+09:00,298.2,298.17,3804.0440000000003,298.17,KLINE,254781.0,MEXC_TICKER,2026-09-25T17:14:14.781000+09:00,296.9478,SL,2026-09-25T17:10:00+09:00,,-1.0000000000000169,"[""MISSING_FEE_CONFIG"", ""MISSING_SLIPPAGE_CONFIG""]",,,-0.7989545637314126,SIGNED_REFERENCE_TO_QUOTE_IMPACT,,,,511_202609251700_TAO_USDT_LONG_B1_REFERENCE,
0,0,OBSERVED_EXPECTED_NOTIONAL,components,{},MISSING_FEE_CONFIG,2026-09-25T17:13:45.638000+09:00,511_202609251410_SOL_USDT_SHORT,2026-09-25T17:23:34.343405+09:00,116.56,116.55,565499.405,116.56,MEXC_TICKER,0.0,MEXC_TICKER,2026-09-25T17:14:08.844000+09:00,116.55,TIME,2026-09-25T17:14:08.844000+09:00,,-0.4816375677302849,"[""MISSING_FEE_CONFIG"", ""MISSING_SLIPPAGE_CONFIG""]",,,0.01720134170466176,SIGNED_REFERENCE_TO_QUOTE_IMPACT,116.55,MEXC_TICKER,2026-09-25T17:14:08.844000+09:00,511_202609251410_SOL_USDT_SHORT_B1_REFERENCE,
0,0,OBSERVED_EXPECTED_NOTIONAL,components,{},MISSING_FEE_CONFIG,2026-09-25T19:34:17.464000+09:00,511_202609251630_SOL_USDT_SHORT,2026-09-25T17:23:34.343405+09:00,117.16,117.15,8444.404999999999,117.16,KLINE,205899.0,MEXC_TICKER,2026-09-25T17:23:25.899000+09:00,116.6202,SL,2026-09-25T17:20:00+09:00,,-0.9999999999999839,"[""MISSING_FEE_CONFIG"", ""MISSING_SLIPPAGE_CONFIG""]",,,0.930368838331609,SIGNED_REFERENCE_TO_QUOTE_IMPACT,,,,511_202609251630_SOL_USDT_SHORT_B1_REFERENCE,
