time,symbol,event,direction,edge,entry,sl,tp,exit,result_r,rsi1,rsi5,rsi15,spread_pct,amount24,volume_ratio1,volume_ratio5,note,scan_time_jst,ticker_time_jst,price,bid,ask,volume24,change24,funding_rate,oi,oi_change_pct,ema9_1,ema21_1,ema9_5,ema21_5,ema9_15,ema21_15,macd1,macd_signal1,macd_hist1,macd5,macd_signal5,macd_hist5,macd15,macd_signal15,macd_hist15,volume_ratio15,atr1_pct,atr5_pct,atr15_pct,long_score,short_score,bias,btc_price,btc_ret_1m_pct,btc_ret_5m_pct,btc_ret_15m_pct,btc_ret_1h_pct,btc_rsi1,btc_rsi5,btc_rsi15,btc_rsi60,btc_ema9_1,btc_ema21_1,btc_ema9_5,btc_ema21_5,btc_ema9_15,btc_ema21_15,btc_ema9_60,btc_ema21_60,btc_macd1,btc_macd_signal1,btc_macd5,btc_macd_signal5,btc_macd15,btc_macd_signal15,btc_macd60,btc_macd_signal60,btc_volume_ratio1,btc_volume_ratio5,btc_volume_ratio15,btc_volume_ratio60,btc_atr1_pct,btc_atr5_pct,btc_atr15_pct,btc_atr60_pct
2026-08-28T17:51:03.732513,LINK_USDT,OPEN,SHORT,38.0,11.644,11.684754000000002,11.562492,,,15.18987341772197,32.91139240506354,44.8548812664908,0.008588114050149826,38707157.8693,2.1395666376409865,3.9854157289443015,HIGH_EDGE,2026-08-28 17:50:56.219,2026-08-28 17:50:28.757,11.644,11.646,11.647,32743933.0,-0.0232,4.2e-05,23049719.0,-2.1613230463235067,11.669375839880175,11.684373815262639,11.690850036669048,11.71182495147206,11.71792572847852,11.748042228328758,-0.01347215645427724,-0.008797604343949429,-0.004674552110327811,-0.02121088620826761,-0.017864514647354873,-0.003346371560912737,-0.031426559695699297,-0.02686340828446917,-0.004563151411230128,0.9980310644159464,0.08220052019433588,0.17114884428522348,0.3674485940030449,1.0,39.0,SHORT,79479.9,-0.058596819927955866,-0.2542590907664868,-0.08125666950480193,-0.27634305605118303,14.436983471072978,40.91760299625421,52.406343051035236,35.7911415727024,79596.29242438232,79663.2544800763,79676.30121015145,79705.3730540668,79712.87187956729,79785.77847129303,79860.31462509866,79818.96303317245,-55.324033505501575,-27.795141281481357,-26.263198129687225,-14.869950292209854,-90.264046866243,-101.32206502354992,127.85140796545602,236.20008009285073,3.204634590505813,2.48473403214072,0.7956085519686714,0.6347184491046935,0.05273570514593612,0.12053361919176632,0.19559302774303988,0.5505255326908365
2026-08-28T18:01:20.885442,SOL_USDT,LOSS,SHORT,35.0,105.77,106.140195,105.02960999999999,106.140195,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-28T18:01:20.885553,BTC_USDT,OPEN,SHORT,38.0,79461.3,79739.41455,78905.0709,,,34.634529735393784,41.62584679520586,43.06466126751503,0.00012584742510608405,4475334023.2195,0.30383009012313456,1.2758409048885209,HIGH_EDGE,2026-08-28 18:00:55.100,2026-08-28 18:00:49.898,79461.3,79461.2,79461.3,559217265.0,-0.0101,0.0001,565965576.0,0.5417862014227862,79503.79535556518,79562.8966237762,79620.83277449703,79674.05979178852,79667.09750365438,79758.34132652727,-62.83131246553967,-58.515143104255564,-4.3161693612841034,-45.915249108555145,-24.06317140082175,-21.852077707733393,-102.95488260386628,-101.62090438204093,-1.3339782218253475,1.8168118831334414,0.057125741893042405,0.12537999180553114,0.20394474147432898,1.0,39.0,SHORT,79484.0,0.007675089553203874,-0.10808093502576348,-0.24911366987732564,-0.20064336458079962,34.634529735393784,41.62584679520586,43.06466126751503,37.66772667338855,79503.79535556518,79562.8966237762,79620.83277449703,79674.05979178852,79667.09750365438,79758.34132652727,79785.05170008,79788.5140033503,-62.83131246553967,-58.515143104255564,-45.915249108555145,-24.06317140082175,-102.95488260386628,-101.62090438204093,86.62139442459738,206.29718856965548,0.30383009012313456,1.2758409048885209,1.8168118831334414,0.762763074915523,0.05710942723423092,0.12534418427427976,0.20388649647368148,0.520059742481867
2026-08-28T18:01:20.885756,SOL_USDT,OPEN,SHORT,39.0,106.01,106.38103500000001,105.26793,,,38.53211009174316,36.0000000000001,37.573964497041615,0.009433072351669763,1875532867.744,0.4710144354059821,1.3926872689401397,HIGH_EDGE,2026-08-28 18:00:57.013,2026-08-28 18:00:49.899,106.01,106.0,106.01,175091170.0,-0.0105,-6e-06,33882359.0,3.8709466978343645,106.04867569128561,106.15640456601488,106.29427380568005,106.50550145295463,106.521985060889,106.86613996653627,-0.11793908642657414,-0.1137469173122341,-0.004192169114340033,-0.21250660617072015,-0.17543350628766524,-0.037073099883054905,-0.3582514191379573,-0.30971961704995643,-0.0485318020880009,1.9932929897950054,0.13408438557009603,0.2621046531998329,0.4170765561200434,1.0,40.0,SHORT,79484.0,0.007675089553203874,-0.10808093502576348,-0.24911366987732564,-0.20064336458079962,34.634529735393784,41.62584679520586,43.06466126751503,37.66772667338855,79503.79535556518,79562.8966237762,79620.83277449703,79674.05979178852,79667.09750365438,79758.34132652727,79785.05170008,79788.5140033503,-62.83131246553967,-58.515143104255564,-45.915249108555145,-24.06317140082175,-102.95488260386628,-101.62090438204093,86.62139442459738,206.29718856965548,0.30383009012313456,1.2758409048885209,1.8168118831334414,0.762763074915523,0.05710942723423092,0.12534418427427976,0.20388649647368148,0.520059742481867
2026-08-28T18:01:20.885904,ZEC_USDT,OPEN,SHORT,37.0,786.34,789.0921900000001,780.8356200000001,,,34.67406380027769,38.08995002776221,47.97979797979784,0.002543429051044308,141126383.8623,0.3589835350990153,1.898556547456784,HIGH_EDGE,2026-08-28 18:01:03.996,2026-08-28 18:00:49.916,786.34,786.34,786.36,17587627.0,-0.0211,2.2e-05,8335448.0,-1.252959734578431,786.701831502198,787.9249573208735,788.9862756735658,789.9249450933999,789.5668431069145,790.9825575123446,-1.2842004995580965,-1.1729827302971019,-0.11121776926099458,-0.647576601448236,-0.06634460842846442,-0.5812319930197716,-2.1061375839113907,-2.605591168417718,0.49945358450632726,2.009430732561219,0.15069817127451154,0.2852274007245127,0.44382836940763654,2.0,39.0,SHORT,79484.0,0.007675089553203874,-0.10808093502576348,-0.24911366987732564,-0.20064336458079962,34.634529735393784,41.62584679520586,43.06466126751503,37.66772667338855,79503.79535556518,79562.8966237762,79620.83277449703,79674.05979178852,79667.09750365438,79758.34132652727,79785.05170008,79788.5140033503,-62.83131246553967,-58.515143104255564,-45.915249108555145,-24.06317140082175,-102.95488260386628,-101.62090438204093,86.62139442459738,206.29718856965548,0.30383009012313456,1.2758409048885209,1.8168118831334414,0.762763074915523,0.05710942723423092,0.12534418427427976,0.20388649647368148,0.520059742481867
2026-08-28T18:01:20.886046,DOGE_USDT,OPEN,SHORT,43.0,0.08711,0.08741488500000001,0.08650023000000001,,,36.03603603603593,35.36585365853641,39.91416309012891,0.011479738261963177,78062475.946,0.5658263777173227,4.264935243987557,HIGH_EDGE,2026-08-28 18:01:08.543,2026-08-28 18:00:49.932,0.08711,0.08711,0.08712,8819574.0,-0.0173,5.7e-05,9728471.0,-1.7639425488255915,0.08717611194755519,0.0873156189893809,0.08746332156929662,0.08757311552431388,0.08753781332762416,0.08774425725762364,-0.00013377538323962324,-0.00010273104104172806,-3.104434219789518e-05,-0.00010395714802549638,-7.396286010753652e-05,-2.9994287917959857e-05,-0.0002266886255462286,-0.00021062107884391558,-1.6067546702313012e-05,2.703987701992936,0.13693687783917996,0.2222149334995131,0.35833183003427277,0.0,43.0,SHORT,79484.0,0.007675089553203874,-0.10808093502576348,-0.24911366987732564,-0.20064336458079962,34.634529735393784,41.62584679520586,43.06466126751503,37.66772667338855,79503.79535556518,79562.8966237762,79620.83277449703,79674.05979178852,79667.09750365438,79758.34132652727,79785.05170008,79788.5140033503,-62.83131246553967,-58.515143104255564,-45.915249108555145,-24.06317140082175,-102.95488260386628,-101.62090438204093,86.62139442459738,206.29718856965548,0.30383009012313456,1.2758409048885209,1.8168118831334414,0.762763074915523,0.05710942723423092,0.12534418427427976,0.20388649647368148,0.520059742481867
2026-08-28T18:11:04.269608,ZEC_USDT,LOSS,SHORT,37.0,786.34,789.0921900000001,780.8356200000001,789.0921900000001,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-28T18:21:07.173159,LINK_USDT,LOSS,SHORT,38.0,11.644,11.684754000000002,11.562492,11.684754000000002,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-28T18:21:07.173277,SOL_USDT,LOSS,SHORT,39.0,106.01,106.38103500000001,105.26793,106.38103500000001,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-28T18:51:11.335450,DOGE_USDT,WIN,SHORT,43.0,0.08711,0.08741488500000001,0.08650023000000001,0.08650023000000001,2.0,,,,,,,,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-28T19:01:16.167091,SUI_USDT,OPEN,SHORT,38.0,0.7546,0.7583628571428572,0.7470742857142858,,,38.14432989690743,41.73553719008264,35.58282208588966,0.013252054068393852,59136091.2664,0.16675735216819215,0.23895134789580863,HIGH_EDGE,2026-08-28 19:01:04.995,2026-08-28 19:00:46.817,0.7546,0.7545,0.7546,76681312.0,-0.0406,5.2e-05,94289266.0,3.9559212878312806,0.7552346008180074,0.7560584082280547,0.7574577471766801,0.7593538736347548,0.7592071152473591,0.7616725520609682,-0.0010352530339975408,-0.0011559010846853438,0.00012064805068780302,-0.001636938216854844,-0.0009170705864751815,-0.0007198676303796625,-0.0028126221341706614,-0.0026856814725232108,-0.00012694066164745067,3.457820673420376,0.15713149823936945,0.41554655257279316,0.542387641513004,1.0,39.0,SHORT,79254.5,-0.0010093962170389997,-0.04262924037973183,0.02006597794508507,-0.2887373559458507,35.084241823588656,37.045977011494585,29.115667074663122,37.97552488563924,79268.92604654611,79287.20486572557,79320.84117174373,79429.62285528195,79443.56585749648,79611.37647352689,79678.94136006487,79739.96936464624,-22.297028240951477,-23.260240283505574,-113.33050747211382,-100.64989825616927,-165.48004981859413,-129.2759941606568,35.04826765568578,172.08930345271236,0.9491247330523426,0.45819330070295744,0.7178765220309907,0.8190694891627964,0.027938927307413486,0.13805435112742348,0.19803291926641023,0.5096871471020589
2026-08-28T19:41:00.312886,NVIDIA_USDT,LOSS,SHORT,40.5,225.77,226.56019500000002,224.18961000000002,226.56019500000002,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-28T19:41:00.313056,USOIL_USDT,OPEN,LONG,38.0,83.38,83.08817,83.96365999999999,,,66.66666666666666,60.64516129032196,61.497326203208715,0.011993283761099925,23453430.69291,1.55827649027666,1.7297337548634937,HIGH_EDGE,2026-08-28 19:40:57.348,2026-08-28 19:40:27.786,83.38,83.38,83.39,28247484.0,0.0104,0.0,66387425.0,-0.35288066169454435,83.26747838196238,83.21099613152627,83.15339298821421,83.0938575563104,83.06520242595214,83.04254531877343,0.05750752817127136,0.048880035101206865,0.008627493070064496,0.053983975271961526,0.03409114981127754,0.019892825460683987,0.0018495977952710518,-0.029946305321532248,0.031795903116803304,0.8878355603535725,0.07024637631497489,0.2193057602028568,0.4034883322482275,38.0,0.0,LONG,79312.4,0.015636822194191904,0.015510699229872795,0.10646506922755729,-0.2887373559458507,81.4970269324914,47.7022580279132,28.613232460209602,37.97552488563924,79288.82349401795,79251.99688643707,79244.63897761516,79311.04995674118,79365.86614879724,79544.3250169274,79678.94136006487,79739.96936464624,34.23185198449937,26.54255868967277,-90.45957315458509,-111.8056740170698,-179.62676417350303,-147.1992008702958,35.04826765568578,172.08930345271236,0.5904318929884944,0.5275076206836637,0.8985902950682843,0.8190694891627964,0.0401666610229232,0.13439620682624195,0.2217271736287665,0.509315062966196
2026-08-28T19:51:03.440550,SUI_USDT,LOSS,SHORT,38.0,0.7546,0.7583628571428572,0.7470742857142858,0.7583628571428572,-1.0,,,,,,,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-28T20:01:15.546313,ZEC_USDT,OPEN,LONG,37.0,797.32,794.2582857142858,803.4434285714286,,,83.57963875205138,68.90080428954403,62.4590760276463,0.0012542015752760379,134101753.929,2.0954880075256606,1.7174856449809546,HIGH_EDGE,2026-08-28 20:00:59.126,2026-08-28 20:00:45.706,797.32,797.28,797.29,16700232.0,-0.0074,8.7e-05,8131854.0,-1.0641633293066424,795.6946030661406,794.505636500564,793.3815070116915,791.5138287871345,791.3257853692033,790.993129412908,1.2575432572198224,1.1019986697893307,0.1555445874304917,1.4505675375177134,0.5414034574841686,0.9091640800335448,-0.4856769263988099,-1.5185181366280278,1.032841210229218,1.5060429886433133,0.13572252761034959,0.3200005733492918,0.48967612931893345,38.0,1.0,LONG,79528.1,0.017481154309555692,0.1400205749657965,0.29548337953282966,0.3452169908333354,86.20886981401785,64.55102040816429,40.820413915881645,39.82247173962537,79450.52927856645,79386.78010940217,79347.83564523334,79341.53358682168,79386.78233523018,79522.14603359389,79648.77308805162,79720.70967427292,61.54984534512914,46.36756457441422,-28.705867751079495,-76.60004428046842,-153.05570399136923,-153.066718514675,16.06728433506214,140.91918487002823,1.9092530942097308,1.9078263919493046,1.463374052400257,0.9474410778122369,0.051679846494506354,0.13242399317258338,0.217784657246933,0.5372853835849952
